"SourceRoot","Project","DependencyType","Include","Version"
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Xml.Linq",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","System.Xml.Linq",""
"Coder01-orginal","EJLive.Shared/EJLive.Shared.csproj","AssemblyReference","Microsoft.CSharp",""
