"SourceRoot","Project","DependencyType","Include","Version"
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","ProjectReference","..\EJLive.Core\EJLive.Core.csproj",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","Microsoft.VisualBasic",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Xml.Linq",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Client.WinForms/EJLive.Client.WinForms.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.IO.Compression",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Security",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Xml.Linq",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Core/EJLive.Core.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","ProjectReference","..\EJLive.Core\EJLive.Core.csproj",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","ProjectReference","..\EJLive.Client.WinForms\EJLive.Client.WinForms.csproj",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","ProjectReference","..\EJLive.Server.WinForms\EJLive.Server.WinForms.csproj",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Installer.WinForms/EJLive.Installer.WinForms.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","ProjectReference","..\EJLive.Core\EJLive.Core.csproj",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Monitor/EJLive.Monitor.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","ProjectReference","..\EJLive.Core\EJLive.Core.csproj",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","ProjectReference","..\EJLive.Server.WinForms\EJLive.Server.WinForms.csproj",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Drawing",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Windows.Forms",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Xml",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","Microsoft.CSharp",""
"Coder01-orginal","EJLive.Monitoring.WinForms/EJLive.Monitoring.WinForms.csproj","AssemblyReference","System.Data.SQLite",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","ProjectReference","..\EJLive.Core\EJLive.Core.csproj",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","ProjectReference","..\EJLive.Shared\EJLive.Shared.csproj",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","Microsoft.VisualBasic",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Core",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Data",""
"Coder01-orginal","EJLive.Server.WinForms/EJLive.Server.WinForms.csproj","AssemblyReference","System.Drawing",""
